Sentence,Paper Name,Intrinsic Hallucination,Extrinsic Hallucination,Aspect,Hallucination,Temperature
It is challenging for a machine to learn principles of original manufacturing or scene rearrangement.,LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Motivation,1,0.8
"We design a new Dataset DND-53-15, a collection of 53 scenes, each taken from 3 different designing factories.",LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Methodology,1,0.8
The datasets are normalized to perception data of the year 2020.,LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Methodology,1,0.8
"We apply the DDM-based approach to the DND-53-15 set, where we perturb the original and perturbed scenes to generate denoised data.",LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Methodology,1,0.8
We learn from the data the regularity rules that govern the desired state of the room.,LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,No,Methodology,0,0.8
"We train LEND with 256 epochs, where the DDMs are trained for 300 epochs each.",LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Main Results,1,0.8
We use Backward Overfitting (BOW) to limit the number of iterations to about 500 epochs.,LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Methodology,1,0.8
"LEDE utilized the 256 epochs to train the DDMs, which is more than three times more than the 25-1000 epochs.",LEGO-Net: Learning Regular Rearrangements of Objects in Rooms,No,Yes,Main Results,1,0.8
"In this paper, we introduce MINPROMPT, a minimal data augmentation framework for open-domain few-shot QA.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Paper Goal,0,0.8
The primary contribution is the use of a graph-based data augmentation approach that enables the construction of more informative QA training samples.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Contribution,0,0.8
MINPROMPT critically addresses the challenge of few-shot QA by leveraging the power of graph algorithms and unsupervised question generation.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Motivation,0,0.8
"The methodology involves extracting sentences as the units of data for training, identifying minimal sets of sentences that cover most information, and training a model using the resulting dataset.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Methodology,0,0.8
"The results show that MINPROMPT outperforms baseline methods on benchmarks such as the Aligned Causal Language Model (ACL), achieving high F-1 scores and a significant reduction in training duration.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,Yes,Main Results,1,0.8
"The motivation for this work is to improve the efficiency of fine-tuning during the few-shot setting, reducing the training resources while still maintaining high accuracy.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Motivation,0,0.8
"Complementing this, we propose MINPROMPT, which is advantageous over existing methods like few-shot QA and pre-trained models.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Contribution,0,0.8
"MINPROMPT significantly improves on existing methods by proposing a novel framework that removes the limitations of existing methods such as few-shot translation, zero-shot transfer, and few-shot learning.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,Yes,Contribution,1,0.8
MINPROMPT not only improves the F-1 score but can also improve the search space for the best fine-tuning model.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,Yes,Main Results,1,0.8
"It requires minimal data, does not require additional fine-tuning, and has important implications for the research front in few-shot QA.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,Yes,No,Contribution,1,0.8
"MinPROMPT is a concise summary of the contribution, motivation, and key innovations in this work.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Paper Goal,0,0.8
"We have achieved a substantial improvement in the state-of-the-art few-shot QA benchmarks such as the Aligned Causal Language Model (ACL), where MINPROMPT consistently achieved higher F-1 scores compared to the baseline methods such as few-shot QA, zero-shot transfer, and few-shot learning.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,Yes,Main Results,1,0.8
MINPROMPT is a minimal data augmentation framework for open-domain few-shot QA that leverages a graph-based algorithm and unsupervised question generation.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Contribution,0,0.8
"MINPROMPT is related to existing few-shot QA approaches such as few-shot learning, zero-shot transfer learning, and few-shot QA.",MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,Yes,Contribution,1,0.8
This work addresses the challenge of few-shot QA by proposing a new approach to address the problem.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Motivation,0,0.8
MINPROMPT uses a graph-based approach that involves building a sentence graph to identify minimal sets of sentences that cover most information in the raw text.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Methodology,0,0.8
MINPROMPT is a minimal data augmentation framework that not only creates new data but also enriches the existing data.,MINPROMPT: Graph-based Minimal Prompt Data Augmentation for Few-shot Question Answering,No,No,Methodology,0,0.8
This paper proposes a novel open-set dynamic evaluation protocol for evaluating hallucinations in multimodal large language models (MLLMs).,ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Paper Goal,0,0.8
"Our approach introduces a comprehensive evaluation of hallucinations, including the use of multiple data collection methods such as AMBER, CogVLM, and others, to generate diverse test sets.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,Yes,No,Methodology,1,0.8
"We propose a concept-graph-based framework that uses a graph structure to represent real-world scenarios, object attributes, concept-nodes, and attribute-nodes.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Methodology,0,0.8
"The core of our protocol is a dynamic generation method based on the construction of semantic scenes and inquiries, leading to comprehensive evaluation and analysis of hallucinations across the existence and attribute levels.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Methodology,0,0.8
"Our protocol is applied to MLLMs in various domains such as AMBER, CogVLM, and MiniGPT-4, and we demonstrate its effectiveness in multiple experiments.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,Yes,No,Methodology,1,0.8
The protocol significantly reduces the risk of data contamination and broadens the scope of evaluation.,ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Contribution,0,0.8
"Additionally, the generated data allows for the targeting and fine-tuning of MLLMs for specific tasks and models.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Contribution,0,0.8
Oval protocol aims to generate diverse dataset of test samples.,ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,Yes,No,Contribution,1,0.8
"The protocol uses a multimodal graph-based framework, based on the generation of semantic scenes and inquiries.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Methodology,0,0.8
"ODE is open-set, meaning the evaluations are conducted through a dynamic generation protocol, which allows for a continuous update of the dataset without the cost of a fixed set of data.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Methodology,0,0.8
"The protocol provides the capability to evaluate hallucinations of MLLMs with a large dataset, with the method providing more effective algorithms than static benchmarks such as COCO.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Main Results,0,0.8
"The protocol requires detailed methods for evaluating hallucinations, which are essential for the field of MLLMs.",ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,No,No,Paper Goal,0,0.8
"This paper introduces OpenScene, a novel zero-shot approach for extracting 3D dense features from an open vocabulary embedding space.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Paper Goal,0,0.8
The key idea is to co-embed 3D points with text features in the CLIP feature space to enable open-vocabulary queries.,OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0.8
"Our method introduces a new approach to perform 3D semantic segmentation, 3D object recognition, 3D object search, 3D affordance recognition, and 3D scene exploration with a single model trained without any labeled 3D data.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Contribution,0,0.8
"The approach combines multi-view fusion and 3D convolution to obtain dense features from 3D points, enabling a wide range of 3D scene understanding tasks.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0.8
"Moreover, the single model trained without any labeled data can handle diverse queries and situations effectively.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Contribution,0,0.8
"Overall, the proposed approach can help us explore more diverse and varied tasks in 3D scene understanding tasks, such as 3D object recognition and 3D scene segmentation, while achieving better results than previous approaches that relied on supervised training with labeled data.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Main Results,0,0.8
